s_query,market,store,store_id,comments,like,rating
평촌,안양평촌농수산물시장,명덕수산,0000001131,855,526,4.7
평촌,안양평촌농수산물시장,신안수산,0000000645,1213,1083,4.8
평촌,안양평촌농수산물시장,목포수산,0000000182,817,1250,4.8
평촌,안양평촌농수산물시장,명신수산,0000001205,929,853,5.0
평촌,안양평촌농수산물시장,바이킹수산,0000001376,369,210,5.0
평촌,안양평촌농수산물시장,꽃게바다,0000001284,188,112,4.7
평촌,안양평촌농수산물시장,대영수산,0000001393,89,152,4.6
평촌,안양평촌농수산물시장,전남수산,0000001406,83,137,4.8
평촌,안양평촌농수산물시장,싱싱수산,0000001358,818,517,4.9
경기,시흥오이도전통수산시장,목포수산,0000000187,297,242,4.7
경기,하남수산물복합단지,진산수산,0000000291,460,303,4.6
경기,화성궁평항수산물직판장,효선네,0000000691,53,24,4.8
경기,화성사강수산시장,우성수산,0000000517,18,24,5.0
경기,전곡항수산물센터,거시기수산,0000000688,7,0,3.5
경기,전곡항수산물센터,유한호횟집,0000000687,15,13,5.0
경기,수원농수산물시장,오양수산,0000001401,41,89,4.8
경기,화성궁평항수산물직판장,순길호,0000000899,154,62,4.5
경기,안산농수산물회센터,독도수산,0000001280,889,400,4.9
경기,화성궁평항수산물직판장,광복호,0000000514,441,136,4.9
경기,하남수산물복합단지,재림수산,0000001035,229,163,4.3
경기,가락시장,경기축산,0000000206,627,339,4.4
경기,안산대부도오션시티종합어시장,바다수산,0000000852,84,40,4.5
경기,시흥오이도전통수산시장,제일수산,0000001414,11,38,4.5
경기,안산대부도오션시티종합어시장,정은수산,0000000562,91,38,4.6
경기,시흥오이도전통수산시장,목포항,0000001412,42,56,4.9
경기,시흥오이도전통수산시장,당진갈매기,0000001413,12,25,4.8
경기,평택서정리어민직판장,바다회 1번지,0000001214,5,20,5.0
경기,안산농수산물회센터,신창수산,0000001380,34,42,4.3
경기,안산농수산물회센터,삼원수산,0000001415,30,52,5.0
경기,화성궁평항수산물직판장,서해수산,0000001375,17,55,5.0
경기,하남유통산업단지,동해수산,0000001367,102,232,4.9
경기,시흥오이도난전시장,등대호,0000000632,14,21,3.5
경기,시흥오이도난전시장,명성호,0000000640,32,44,5.0
경기,안산농수산물회센터,해양민물수산,0000000909,11,24,5.0
경기,오산오색시장,시장수산,0000001212,15,18,4.7
경기,안산농수산물회센터,세양수산,0000001430,50,23,4.6
경기,시흥오이도종합어시장,만리포수산,0000000649,96,74,4.7
경기,시흥오이도종합어시장,어망수산,0000001229,21,37,4.7
소래포구,소래포구종합어시장,지원이네,0000000310,6775,4507,4.9
소래포구,소래포구종합어시장,레인보우수산,0000000516,2187,1358,4.9
소래포구,소래포구종합어시장,해심수산,0000001025,2813,1753,4.9
소래포구,소래포구종합어시장,서천수산,0000001405,224,261,4.9
소래포구,소래포구전통어시장,태산호,0000001434,28,43,4.2
소래포구,소래포구종합어시장,천지수산,0000001023,89,31,4.8
소래포구,소래포구종합어시장,지원이네2호점,0000001033,612,413,4.9
소래포구,소래포구종합어시장,부부젓갈,0000000630,29,28,5.0
소래포구,소래포구종합어시장,나라수산,0000001026,53,49,4.0
소래포구,소래포구종합어시장,해남수산,0000001165,202,185,4.7
소래포구,소래포구전통어시장,왼손수산,0000001228,223,107,4.9
소래포구,소래포구전통어시장,강화삼산상회,0000001396,5,8,5.0
소래포구,소래포구전통어시장,논산수산,0000001316,209,381,4.8
소래포구,소래포구종합어시장,으뜸게장젓갈,0000001082,11,6,5.0
소래포구,소래포구전통어시장,천우수산,0000001231,235,93,5.0
연안부두,인천종합연안부두어시장,서림상회,0000000646,3051,2769,4.9
연안부두,인천종합연안부두어시장,어촌,0000001419,213,240,5.0
연안부두,인천종합연안부두어시장,슈퍼크랩,0000001381,358,634,4.8
연안부두,인천종합연안부두어시장,셋째네,0000001050,1861,1020,4.7
연안부두,인천종합연안부두어시장,정현상회,0000000639,768,952,4.9
연안부두,인천종합연안부두갑각류센터,삼우수산,0000001006,455,404,4.8
연안부두,인천종합연안부두어시장,해선수산,0000001370,156,448,4.8
연안부두,인천종합연안부두어시장,후니푸드,0000001377,217,468,4.7
연안부두,인천종합연안부두어시장,자매상회,0000000651,648,472,4.1
연안부두,인천종합연안부두어시장,의리수산,0000001416,35,127,4.8
연안부두,인천종합연안부두어시장,한일수산,0000001057,236,265,4.6
연안부두,인천종합연안부두어시장,해룡상회,0000000265,51,41,4.8
인천,소래포구종합어시장,지원이네,0000000310,6775,4507,4.9
인천,인천종합연안부두어시장,서림상회,0000000646,3051,2769,4.9
인천,소래포구종합어시장,레인보우수산,0000000516,2187,1358,4.9
인천,소래포구종합어시장,해심수산,0000001025,2813,1753,4.9
인천,소래포구종합어시장,서천수산,0000001405,224,261,4.9
인천,인천종합연안부두어시장,어촌,0000001419,213,240,5.0
인천,인천종합연안부두어시장,슈퍼크랩,0000001381,358,634,4.8
인천,인천종합연안부두어시장,셋째네,0000001050,1861,1020,4.7
인천,인천종합연안부두어시장,정현상회,0000000639,768,952,4.9
인천,인천종합연안부두갑각류센터,삼우수산,0000001006,455,404,4.8
인천,인천종합연안부두어시장,해선수산,0000001370,156,448,4.8
인천,인천종합연안부두어시장,후니푸드,0000001377,217,468,4.7
인천,영종구읍뱃터어시장,가온수산,0000001427,2,1,1.0
인천,인천종합연안부두어시장,자매상회,0000000651,648,472,4.1
인천,소래포구종합어시장,지원이네2호점,0000001033,612,413,4.9
인천,소래포구종합어시장,부부젓갈,0000000630,29,28,5.0
인천,소래포구종합어시장,나라수산,0000001026,53,49,4.0
인천,소래포구종합어시장,해남수산,0000001165,202,185,4.7
인천,영흥수협회센터,만수네회센타,0000000543,7,7,3.7
인천,인천종합연안부두어시장,의리수산,0000001416,35,127,4.8
인천,강화도황산도어판장,덕성호,0000000643,25,21,5.0
인천,소래포구전통어시장,논산수산,0000001316,209,381,4.8
인천,인천종합연안부두어시장,한일수산,0000001057,236,265,4.6
인천,인천종합연안부두어시장,해룡상회,0000000265,51,41,4.8
인천,소래포구종합어시장,으뜸게장젓갈,0000001082,11,6,5.0
인천,강화도분오어판장,분오호,0000000666,61,28,4.8
인천,강화도선두5리어판장,보광호,0000000659,17,21,5.0
인천,소래포구전통어시장,천우수산,0000001231,235,93,5.0
인천,시흥오이도종합어시장,만리포수산,0000000649,96,74,4.7
인천,영흥수협회센터,일광갈매기수산,0000000380,21,24,5.0
인천,영흥수협회센터,미진상회,0000000382,64,60,5.0
강원,속초청호활어회센터,우성수산,0000000320,286,517,4.9
강원,속초대포항수산시장,한성호,0000000247,716,1065,4.9
강원,속초관광수산시장,아라횟집,0000000161,527,369,4.7
강원,속초동명항활어회센터,속초수산,0000000208,258,308,4.8
강원,속초청호활어회센터,순희네,0000000317,372,478,4.8
강원,속초관광수산시장,일흥건어물,0000000089,76,91,4.9
강원,강릉주문진항수산물좌판풍물시장,대영수산,0000000235,181,174,4.5
강원,강릉주문진항수산물좌판풍물시장,유진수산,0000000090,499,400,4.4
강원,속초동명항활어회센터,홍천상회,0000000086,302,314,4.9
강원,강릉주문진수산시장,거평패밀리,0000000176,462,424,4.5
강원,강릉주문진방파제회센터,찐수산(여주원주),0000001303,1149,521,4.9
강원,속초관광수산시장,설악횟집,0000000355,408,409,4.6
강원,가락시장,다해수산,0000000803,1176,627,4.6
강원,원주어시장,마린보이,0000000304,168,115,4.4
강원,강릉주문진수산시장,주문활게,0000001307,46,46,4.7
강원,속초대포항수산시장,충남해미건어물,0000000945,8,18,5.0
강원,속초관광수산시장,대양붉은대게,0000001065,249,327,4.9
강원,속초대포항수산시장,현희네,0000001064,75,75,4.9
강원,고성가진항활어회센터,백두산횟집,0000001373,18,22,4.9
강원,강릉주문진활어회센터,팔팔횟집,0000000489,306,289,4.9
강원,속초장사항,러브마린크랩,0000000805,81,129,4.6
강원,속초대포항수산시장,정아수산,0000001311,11,33,4.6
강원,속초관광수산시장,미도파횟집,0000000435,76,77,4.4
강원,속초설악항활어회센터,대성호,0000000932,37,43,4.6
강원,속초관광수산시장,최상사네젓갈건어물,0000001241,6,15,5.0
강원,고성봉포항활어회센터,쌍둥이네횟집,0000000091,227,116,4.2
강원,양양낙산어촌계활어회센터,충청도혜숙이네,0000000952,23,8,4.4
강원,속초설악항활어회센터,창성호,0000000943,40,52,4.7
강원,강릉항수산물직판장,명열,0000000363,251,240,4.9
강원,강릉주문진갑각류센터,주문진웰빙홍게무한리필,0000001304,14,29,5.0
강원,양양후진활어센터,오고또오고문수네,0000000950,11,4,5.0
강원,삼척항활어회센터,우정식당,0000000964,0,0,0.0
강원,삼척임원항수산시장,미조리횟집,0000000495,10,7,3.0
강원,양양후진활어센터,수미네(광명호),0000000947,9,6,5.0
강원,양양후진활어센터,딸부자집,0000000948,42,32,5.0
강원,양양후진활어센터,제동호,0000000940,3,2,5.0
강원,양양후진활어센터,아름이네,0000000949,7,6,5.0
강원,고성대진어촌계활어회센터,해동횟집,0000001090,1,0,0.0
강원,속초대포항수산시장,영주활어,0000000935,87,86,4.7
강원,속초엑스포타워회센터,복수산해물탕,0000000741,57,115,4.8
강원,강릉항수산물직판장,광진호,0000001424,4,6,5.0
강원,울산수암회수산시장,강원수산,0000001259,3,2,4.7
강원,양양후진활어센터,아라호(지영이네),0000000938,5,2,5.0
강원,속초관광수산시장,혜지네젓갈,0000000104,101,109,4.7
강원,삼척항활어회센터,7호집,0000000762,7,12,2.3
강원,양양낙산어촌계활어회센터,송이와국진이네,0000000951,9,9,4.9
강원,양양중앙시장,다모아수산,0000000490,5,45,5.0
강원,삼척항활어회센터,오양수산,0000001243,63,49,4.9
강원,강릉주문진항수산물좌판풍물시장,옥화조개,0000000487,16,40,5.0
강원,강릉주문진수산시장,공주네,0000000746,1,18,5.0
강원,삼척항활어회센터,현우횟집,0000000493,43,26,4.5
강원,고성대진항수산시장,완덕이네횟집,0000001299,0,3,0.0
강원,동해묵호항활어회센터,금성수산,0000000749,20,53,5.0
강원,속초관광수산시장,현대조개,0000000103,26,42,3.6
강원,동해묵호항활어회센터,만나수산,0000000098,304,125,4.6
강원,속초장사항,장사항홍게사랑 ,0000001301,2,4,5.0
강원,삼척항활어회센터,순양수산,0000000221,137,59,4.1
강원,고성대진항수산시장,오가다네,0000001298,1,3,5.0
강원,고성대진항수산시장,머구리집,0000001300,0,3,0.0
강원,삼척항활어회센터,원신수산,0000000965,46,20,4.6
강원,강릉주문진항수산물좌판풍물시장,주혁이네,0000000364,351,595,4.9
강원,속초장사항활어회직판장,태백호,0000000941,24,17,4.4
강원,강릉주문진방파제회센터,충주자매,0000001087,13,17,4.9
강원,강릉주문진수산시장,민자횟집,0000001305,2,4,2.0
강원,강릉주문진수산시장,해송횟집,0000001306,45,101,4.8
경상,포항죽도시장,한신수산,0000001384,2109,731,5.0
경상,포항죽도시장,포항대게동남수산,0000001332,547,269,5.0
경상,영덕강구항동광어시장,영덕대게센타42호,0000000501,2457,742,5.0
경상,포항죽도시장,부산대게,0000000513,1029,261,4.7
경상,영덕강구항동광어시장,노가네,0000000131,1506,510,4.9
경상,영덕강구항동광어시장,일품대게회,0000000755,1013,329,4.9
경상,거제고현수산시장,대박수산,0000000518,20,32,4.4
경상,포항죽도시장,38광땡횟집,0000001250,85,55,5.0
경상,영덕강구항대게거리,해바라기대게회,0000001242,216,72,4.9
경상,포항죽도시장,영일만건어물,0000001260,2,6,5.0
경상,울진후포바다마실회대게센터,울진대게바다마실,0000000751,39,50,4.8
경상,울진후포바다마실회대게센터,신등대횟집,0000000967,0,4,0.0
경상,영덕강구항대게거리,신대구대게타운,0000001437,0,0,0.0
경상,울진죽변항울진대게활어회유통센터,하나대게회센타,0000000753,21,22,4.8
경상,포항죽도시장,대구회대게,0000000507,3,17,4.0
경상,울진후포대게거리,후포항,0000001106,0,4,0.0
경상,포항죽도시장,영광회대게,0000001341,0,1,0.0
경상,울산수암회수산시장,어달리수산,0000001248,3,1,4.0
경상,포항죽도시장,어촌마을이장,0000001247,1,14,5.0
경상,포항구룡포전통시장,숙이네수산,0000001351,2,6,5.0
경상,삼천포용궁수산시장,재영횟집,0000000223,100,67,4.9
경상,영덕강구항대게거리,대게왕국회,0000001112,169,33,4.9
경상,울진후포수산시장,천호횟집,0000000969,4,4,5.0
경상,부산남천해변시장,합천꼭지상회,0000000781,2,5,0.0
경상,삼천포용궁수산시장,선미상회,0000000722,131,56,4.9
경상,영덕강구항대게거리,갈매기대게회,0000001251,1,1,5.0
경상,울진후포수산시장,윤정대게수산,0000001339,2,7,5.0
경상,거제고현활어회센터,고려회수산,0000000519,66,27,4.6
경상,영덕강구항대게거리,착한대게,0000001349,1,0,5.0
경상,울진후포수협수산물유통센터,왕돌회수산,0000000484,10,31,5.0
경상,포항죽도시장,28수산,0000000130,46,26,3.4
경상,통영중앙시장,거성활어,0000000128,141,62,4.7
경상,울산수암회수산시장,착한횟집,0000001253,3,6,3.0
경상,마산어시장,한려수산,0000000735,18,21,5.0
경상,경주감포수협활어직판장,형제수산,0000001331,7,77,4.9
경상,포항죽도시장,훈이네,0000000114,110,183,4.8
경상,거제장목수산센터,다이버수산,0000000521,21,15,3.5
경상,거제고현수산시장,캉캉해물,0000001317,1,5,5.0
경상,영덕강구항난전시장,황금수산,0000000756,2,17,5.0
경상,대구매천시장,마왕씨푸드,0000001355,19,68,4.4
경상,진해용원어시장,신항가보자대게,0000001261,1,6,5.0
경상,마산어시장,가고파수산,0000001208,0,1,0.0
경상,영덕강구항난전시장,대게세일,0000000496,58,94,4.7
경상,경주감포수협활어직판장,해송수산,0000000973,26,11,4.6
경상,포항죽도시장,후포항대게,0000001342,0,6,0.0
경상,울릉오징어회타운,만금물산,0000000365,9,6,5.0
경상,포항죽도시장,분선네,0000000508,10,43,4.8
경상,포항죽도시장,이층수산,0000001392,37,36,5.0
경상,울진후포수산시장,박응수대게,0000001104,5,21,5.0
경상,통영중앙시장,대박수산,0000000730,28,41,4.9
경상,통영중앙시장,둔덕활어,0000000729,178,118,5.0
경상,통영중앙시장,봉자활어,0000000728,9,9,5.0
경상,마산어시장,숙이횟집,0000000226,88,61,4.8
경상,부산자갈치시장,신광상회,0000001321,6,16,4.7
경상,포항구룡포전통시장,대방수산,0000000976,7,15,5.0
경상,포항구룡포전통시장,성일수산,0000000977,3,21,5.0
경상,부산자갈치시장,예도수산,0000001329,32,31,4.8
경상,영덕강구항동광어시장,포항회수산,0000000503,11,2,2.0
경상,포항죽도시장,포항문어80번,0000001249,0,2,0.0
경상,거제고현수산시장,수아수산,0000000127,116,70,4.2
경상,포항죽도시장,선애횟집,0000000511,67,52,4.5
경상,노량진 1층,경상수산,0000000241,26,40,5.0
경상,부산자갈치시장,백호상회,0000001322,67,84,4.8
경상,삼천포용궁수산시장,윤정상회,0000000723,26,12,4.7
경상,부산민락밀레니엄회센터활어마트,별궁상회,0000000997,13,3,4.6
경상,삼천포용궁수산시장,은진상회,0000000118,18,17,4.0
부산,부산민락어민활어직판장,수평선,0000000123,559,891,4.9
부산,부산민락회타운,거창상회,0000000461,3816,1489,5.0
부산,부산민락어민활어직판장,카츠교,0000000338,790,794,4.9
부산,부산자갈치시장,해왕상회,0000001069,267,268,4.8
부산,부산민락어민활어직판장,백년손님,0000000433,395,684,4.9
부산,부산기장시장,기장대게직판장,0000000771,549,354,4.9
부산,노량진 1층,부산자갈치,0000000016,2011,3807,4.9
부산,포항죽도시장,부산대게,0000000513,1029,261,4.7
부산,마포농수산물시장,풍어수산(부산첫집),0000000157,1086,824,4.9
부산,부산민락어민활어직판장,창신호,0000000407,2,20,5.0
부산,부산자갈치신동아시장,대영상회,0000000774,20,33,4.9
부산,부산기장시장,명품대게,0000001346,5,15,3.7
부산,부산자갈치신동아시장,철이상회,0000000434,146,94,4.9
부산,부산민락회타운,경주상회,0000000124,221,113,4.8
부산,부산자갈치신동아시장,영도상회,0000000121,47,44,4.5
부산,부산민락씨랜드회센터,마산상회,0000001195,4,6,5.0
부산,부산민락회타운,울타리상회,0000000777,48,32,4.7
부산,부산민락어민활어직판장,유진호,0000001189,50,64,5.0
부산,부산남천해변시장,민지상회,0000000779,10,19,5.0
부산,부산민락어패류시장,허씨상회,0000000044,55,63,4.9
부산,부산자갈치시장,영도수산,0000000394,176,114,4.5
부산,부산민락회타운,의성상회,0000000991,725,294,5.0
부산,부산민락어패류시장,삼호상회,0000000984,10,24,5.0
부산,부산민락씨랜드회센터,서울상회,0000001196,5,5,5.0
부산,부산남천해변시장,합천꼭지상회,0000000781,2,5,0.0
부산,부산명지시장,을숙도횟집,0000001202,0,5,0.0
부산,부산민락어민활어직판장,대구택이네,0000000388,103,122,4.9
부산,부산민락씨랜드회센터,호일상회,0000001200,1,0,5.0
부산,부산민락어패류시장,용궁상회,0000000985,0,7,0.0
부산,부산자갈치회센터,한씨횟집,0000000731,42,27,4.3
부산,울산수암회수산시장,강원수산,0000001259,3,2,4.7
부산,부산기장시장,국미대게,0000000528,35,18,3.7
부산,울산수암회수산시장,착한횟집,0000001253,3,6,3.0
부산,부산자갈치시장,용호상회,0000000389,634,359,4.9
부산,마산어시장,가고파수산,0000001208,0,1,0.0
부산,부산자갈치시장,한일상회,0000000037,176,173,4.5
부산,부산민락어민활어직판장,남해 용수호,0000000122,133,170,4.9
부산,부산기장시장,대왕대게,0000001062,87,41,4.8
부산,부산기장시장,기장대게도매,0000000770,824,247,4.9
부산,부산자갈치시장,부산상회,0000001320,4,17,5.0
부산,부산자갈치시장,신광상회,0000001321,6,16,4.7
부산,부산자갈치시장,일진상회,0000000350,21,31,4.8
부산,부산명지시장,금화횟집,0000001198,19,17,5.0
부산,부산자갈치시장,예도수산,0000001329,32,31,4.8
부산,부산자갈치시장,백호상회,0000001322,67,84,4.8
부산,부산민락밀레니엄회센터활어마트,별궁상회,0000000997,13,3,4.6
부산,부산민락밀레니엄회센터활어마트,강남상회,0000000993,0,3,0.0
부산,부산민락밀레니엄회센터활어마트,등대상회,0000000995,54,11,5.0
부산,부산민락밀레니엄회센터활어마트,부산상회,0000000998,47,35,5.0
부산,부산민락밀레니엄회센터활어마트,공주상회,0000000994,576,91,5.0
부산,부산민락밀레니엄회센터활어마트,소망상회,0000001000,0,1,0.0
울산,울산수암회수산시장,광명수산,0000001255,1,4,5.0
울산,울산수암회수산시장,어달리수산,0000001248,3,1,4.0
울산,울산오광수산회센터,달동횟집,0000000143,94,56,3.9
울산,울산농수산물도매시장,동울산횟집,0000001353,0,2,0.0
울산,울산수암회수산시장,강원수산,0000001259,3,2,4.7
울산,울산농수산물도매시장,거상수산,0000001347,0,6,0.0
울산,울산수암회수산시장,착한횟집,0000001253,3,6,3.0
울산,울산농수산물도매시장,산호수산,0000001422,7,20,5.0
울산,울산농수산물도매시장,울릉도횟집,0000000989,55,54,4.9
울산,울산농수산물도매시장,중매인41번,0000001344,7,32,5.0
