date,item,m_가락시장,m_강서농수산물시장,m_구리농수산물시장,m_노량진시장,m_마포농수산물시장,m_부산민락어민활어직판장,m_소래포구종합어시장,m_수원농수산물시장,m_안양평촌농수산물시장,m_인천종합연안부두어시장,avgPrice,avgPrice_lag_1
2018-05-02,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-02,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-02,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-02,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-03,농어,1,0,0,0,0,0,0,0,0,0,30750.0,30750.0
2018-05-03,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-03,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-03,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-03,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-03,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-03,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-04,농어,1,0,0,0,0,0,0,0,0,0,30750.0,30750.0
2018-05-04,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-04,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-04,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-04,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-04,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-04,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-05,농어,1,0,0,0,0,0,0,0,0,0,30750.0,30750.0
2018-05-05,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-05,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-05,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-05,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-05,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-05,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-06,농어,1,0,0,0,0,0,0,0,0,0,30750.0,30750.0
2018-05-06,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-06,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-06,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-06,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-06,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-06,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-07,농어,1,0,0,0,0,0,0,0,0,0,30750.0,30750.0
2018-05-07,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-07,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-07,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-07,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-07,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-07,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-08,농어,1,0,0,0,0,0,0,0,0,0,29430.0,30750.0
2018-05-08,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-08,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-08,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-08,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-08,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-08,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-09,농어,1,0,0,0,0,0,0,0,0,0,30750.0,29430.0
2018-05-09,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-09,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-09,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-09,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-09,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-09,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-10,농어,1,0,0,0,0,0,0,0,0,0,30750.0,30750.0
2018-05-10,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-10,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-10,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-10,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-10,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-10,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-11,농어,1,0,0,0,0,0,0,0,0,0,30750.0,30750.0
2018-05-11,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-11,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-11,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-11,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-11,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-11,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-12,농어,1,0,0,0,0,0,0,0,0,0,30750.0,30750.0
2018-05-12,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-12,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-12,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-12,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-12,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-12,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-13,농어,1,0,0,0,0,0,0,0,0,0,30750.0,30750.0
2018-05-13,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-13,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-13,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-13,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-13,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-13,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-14,농어,1,0,0,0,0,0,0,0,0,0,30750.0,30750.0
2018-05-14,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-14,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-14,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-14,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-14,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-14,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-15,농어,1,0,0,0,0,0,0,0,0,0,30750.0,30750.0
2018-05-15,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-15,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-15,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-15,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-15,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-15,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-16,농어,1,0,0,0,0,0,0,0,0,0,30750.0,30750.0
2018-05-16,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-16,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-16,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-16,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-16,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-16,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-17,농어,1,0,0,0,0,0,0,0,0,0,30750.0,30750.0
2018-05-17,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-17,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-17,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-17,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-17,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-17,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-18,농어,1,0,0,0,0,0,0,0,0,0,31380.0,30750.0
2018-05-18,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-18,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-18,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-18,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-18,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-18,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-19,농어,1,0,0,0,0,0,0,0,0,0,30750.0,31380.0
2018-05-19,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-19,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-19,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-19,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-19,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-19,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-20,농어,1,0,0,0,0,0,0,0,0,0,30750.0,30750.0
2018-05-20,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-20,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-20,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-20,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-20,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-20,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-21,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30750.0
2018-05-21,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-21,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-21,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-21,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-21,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-21,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-22,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-05-22,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-22,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-22,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-22,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-22,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-22,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-23,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-05-23,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-23,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-23,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-23,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-23,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-23,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-24,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-05-24,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-24,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-24,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-24,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-24,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-24,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-25,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-05-25,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-25,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-25,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-25,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-25,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-25,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-26,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-05-26,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-26,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-26,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-26,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-26,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-26,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-27,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-05-27,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-27,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-27,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-27,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-27,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-27,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-28,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-05-28,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-28,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-28,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-28,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-28,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-28,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-29,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-05-29,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-29,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-29,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-29,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-29,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-29,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-30,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-05-30,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-30,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-30,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-30,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-30,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-30,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-05-31,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-05-31,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-05-31,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-05-31,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-05-31,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-05-31,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-05-31,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-06-01,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-06-01,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-06-01,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-06-01,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-06-01,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-06-01,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-06-01,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-06-02,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-06-02,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-06-02,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-06-02,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-06-02,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-06-02,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-06-02,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-06-03,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-06-03,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-06-03,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-06-03,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-06-03,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-06-03,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-06-03,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-06-04,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-06-04,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-06-04,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-06-04,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-06-04,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-06-04,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-06-04,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-06-05,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-06-05,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-06-05,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-06-05,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-06-05,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-06-05,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-06-05,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-06-06,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-06-06,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-06-06,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-06-06,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-06-06,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-06-06,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-06-06,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-06-07,농어,1,0,0,0,0,0,0,0,0,0,29430.0,30130.0
2018-06-07,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-06-07,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-06-07,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-06-07,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-06-07,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-06-07,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-06-08,농어,1,0,0,0,0,0,0,0,0,0,30130.0,29430.0
2018-06-08,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-06-08,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-06-08,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-06-08,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-06-08,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-06-08,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-06-09,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-06-09,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-06-09,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-06-09,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-06-09,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-06-09,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-06-09,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-06-10,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-06-10,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-06-10,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-06-10,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-06-10,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-06-10,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-06-10,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-06-11,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-06-11,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-06-11,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-06-11,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-06-11,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-06-11,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-06-11,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-06-12,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-06-12,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-06-12,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-06-12,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-06-12,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-06-12,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-06-12,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-06-13,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-06-13,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-06-13,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-06-13,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-06-13,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-06-13,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-06-13,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-06-14,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-06-14,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-06-14,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-06-14,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-06-14,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-06-14,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-06-14,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-06-15,농어,1,0,0,0,0,0,0,0,0,0,30140.0,30130.0
2018-06-15,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-06-15,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-06-15,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-06-15,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-06-15,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-06-15,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-06-16,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30140.0
2018-06-16,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-06-16,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-06-16,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-06-16,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-06-16,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-06-16,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-06-17,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-06-17,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-06-17,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-06-17,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-06-17,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-06-17,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-06-17,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-06-18,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30130.0
2018-06-18,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-06-18,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-06-18,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-06-18,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-06-18,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-06-18,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-06-19,농어,1,0,0,0,0,0,0,0,0,0,30140.0,30130.0
2018-06-19,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-06-19,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-06-19,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-06-19,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-06-19,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
2018-06-19,농어,0,0,0,0,0,0,0,0,1,0,40000.0,40000.0
2018-06-20,농어,1,0,0,0,0,0,0,0,0,0,30130.0,30140.0
2018-06-20,농어,0,1,0,0,0,0,0,0,0,0,32500.0,32500.0
2018-06-20,농어,0,0,1,0,0,0,0,0,0,0,30000.0,30000.0
2018-06-20,농어,0,0,0,1,0,0,0,0,0,0,30000.0,30000.0
2018-06-20,농어,0,0,0,0,1,0,0,0,0,0,35000.0,35000.0
2018-06-20,농어,0,0,0,0,0,0,1,0,0,0,35000.0,35000.0
